Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-11-13,59.310001373291016,61.17599868774414,59.244998931884766,60.95000076293945,113500,0,0
2019-11-14,60.619998931884766,64.61000061035156,59.0,63.5,356600,0,0
2019-11-15,63.70000076293945,68.18499755859375,63.0,67.8499984741211,135300,0,0
2019-11-18,68.36399841308594,68.36399841308594,60.5099983215332,61.34000015258789,344400,0,0
2019-11-19,61.849998474121094,65.0,61.849998474121094,64.41000366210938,275400,0,0
2019-11-20,63.88999938964844,65.87999725341797,62.20000076293945,63.54999923706055,91500,0,0
2019-11-21,64.08000183105469,64.25,61.040000915527344,61.810001373291016,99000,0,0
2019-11-22,61.9900016784668,64.37999725341797,61.9900016784668,63.86000061035156,115700,0,0
2019-11-25,64.16000366210938,67.48999786376953,64.16000366210938,66.0,212500,0,0
2019-11-26,66.25,67.43599700927734,64.04000091552734,64.04000091552734,168600,0,0
2019-11-27,64.23999786376953,65.0,62.31999969482422,62.560001373291016,100700,0,0
2019-11-29,62.66999816894531,65.47000122070312,62.529998779296875,64.88999938964844,39800,0,0
2019-12-02,65.94000244140625,65.94999694824219,63.560001373291016,64.75,69200,0,0
2019-12-03,63.90999984741211,65.48999786376953,63.73400115966797,64.95999908447266,58400,0,0
2019-12-04,65.30000305175781,65.58999633789062,63.310001373291016,63.54999923706055,91200,0,0
2019-12-05,63.66999816894531,63.81999969482422,60.04999923706055,62.61000061035156,158400,0,0
2019-12-06,62.689998626708984,63.900001525878906,61.5099983215332,63.40999984741211,131800,0,0
2019-12-09,63.810001373291016,65.3499984741211,62.91999816894531,63.20000076293945,178200,0,0
2019-12-10,63.25,66.98999786376953,62.630001068115234,65.94999694824219,254600,0,0
2019-12-11,66.55000305175781,67.06900024414062,62.95000076293945,65.16000366210938,252900,0,0
2019-12-12,64.69999694824219,66.0719985961914,61.0,61.540000915527344,181000,0,0
2019-12-13,62.04999923706055,63.209999084472656,60.61000061035156,60.970001220703125,113100,0,0
2019-12-16,61.25,62.91999816894531,61.029998779296875,61.9900016784668,203200,0,0
2019-12-17,62.36000061035156,62.66999816894531,61.38999938964844,62.02000045776367,178900,0,0
2019-12-18,62.040000915527344,71.9800033569336,61.584999084472656,69.70999908447266,365000,0,0
2019-12-19,69.55999755859375,69.55999755859375,56.470001220703125,61.72999954223633,785400,0,0
2019-12-20,64.61000061035156,74.96099853515625,63.220001220703125,73.81999969482422,1224000,0,0
2019-12-23,74.0,88.9800033569336,72.22100067138672,79.54000091552734,970100,0,0
2019-12-24,78.66000366210938,80.9800033569336,78.02999877929688,79.44000244140625,107300,0,0
2019-12-26,79.51000213623047,81.95999908447266,74.26000213623047,74.44999694824219,188700,0,0
2019-12-27,74.94000244140625,80.6500015258789,74.94000244140625,78.1500015258789,322500,0,0
2019-12-30,78.1500015258789,79.16000366210938,74.54000091552734,76.12999725341797,149600,0,0
2019-12-31,76.0,77.24500274658203,74.62000274658203,76.25,164800,0,0
2020-01-02,76.91000366210938,77.98999786376953,71.4800033569336,72.83000183105469,220200,0,0
2020-01-03,71.5199966430664,76.18800354003906,70.58000183105469,75.55999755859375,288300,0,0
2020-01-06,75.2699966430664,77.3499984741211,73.55999755859375,75.55000305175781,220600,0,0
2020-01-07,76.0,77.27999877929688,75.31999969482422,75.9800033569336,182400,0,0
2020-01-08,76.08999633789062,76.94999694824219,72.73999786376953,74.83999633789062,172100,0,0
2020-01-09,75.58000183105469,77.94000244140625,75.5,77.16999816894531,183600,0,0
2020-01-10,77.63999938964844,83.55000305175781,77.13400268554688,79.75,295800,0,0
2020-01-13,80.8499984741211,84.70999908447266,80.52400207519531,83.72000122070312,196800,0,0
2020-01-14,83.80999755859375,85.13999938964844,81.63999938964844,84.61000061035156,152100,0,0
2020-01-15,85.45999908447266,90.37000274658203,85.13999938964844,85.80000305175781,308000,0,0
2020-01-16,86.81999969482422,87.1500015258789,84.01000213623047,85.88999938964844,126000,0,0
2020-01-17,86.11000061035156,87.75800323486328,80.2699966430664,83.62999725341797,140700,0,0
2020-01-21,84.98999786376953,88.86000061035156,83.01000213623047,87.75,207500,0,0
2020-01-22,89.54000091552734,96.73799896240234,89.19999694824219,91.80999755859375,395200,0,0
2020-01-23,92.3499984741211,95.05999755859375,90.0,95.05999755859375,197300,0,0
2020-01-24,95.45999908447266,101.0,94.15799713134766,100.79000091552734,328100,0,0
2020-01-27,99.76000213623047,104.89299774169922,97.0199966430664,103.20999908447266,334900,0,0
2020-01-28,104.62000274658203,108.2699966430664,103.2979965209961,106.62000274658203,245400,0,0
2020-01-29,107.77999877929688,108.35900115966797,98.02999877929688,99.29000091552734,284800,0,0
2020-01-30,99.0,99.2699966430664,89.68000030517578,93.55000305175781,370200,0,0
2020-01-31,93.80000305175781,96.73999786376953,89.11000061035156,91.38999938964844,214700,0,0
2020-02-03,91.25,96.66400146484375,91.0,93.81999969482422,141200,0,0
2020-02-04,95.45999908447266,96.01000213623047,90.2249984741211,90.72000122070312,152500,0,0
2020-02-05,91.12999725341797,93.11199951171875,90.02999877929688,92.01000213623047,114300,0,0
2020-02-06,92.2699966430664,95.33000183105469,90.5250015258789,91.19000244140625,125800,0,0
2020-02-07,92.69999694824219,93.0,86.16000366210938,88.9800033569336,222500,0,0
2020-02-10,89.45999908447266,91.41999816894531,87.49500274658203,88.37000274658203,97700,0,0
2020-02-11,88.87000274658203,90.01000213623047,83.52999877929688,87.25,286700,0,0
2020-02-12,86.55999755859375,87.20999908447266,84.89900207519531,86.66000366210938,137700,0,0
2020-02-13,87.69999694824219,90.7699966430664,86.04000091552734,86.7699966430664,121900,0,0
2020-02-14,87.66999816894531,94.27999877929688,86.3499984741211,92.56999969482422,265600,0,0
2020-02-18,93.0,93.86000061035156,86.64600372314453,90.22000122070312,288200,0,0
2020-02-19,86.41000366210938,93.80000305175781,82.0999984741211,90.5999984741211,992300,0,0
2020-02-20,90.38999938964844,90.98999786376953,84.0,85.44000244140625,279000,0,0
2020-02-21,85.05999755859375,85.4749984741211,78.68000030517578,82.0,618400,0,0
2020-02-24,78.0999984741211,80.61000061035156,75.54000091552734,79.94999694824219,306500,0,0
2020-02-25,79.23999786376953,80.0,72.75,73.56999969482422,559800,0,0
2020-02-26,73.95999908447266,80.2300033569336,73.01000213623047,75.18000030517578,434300,0,0
2020-02-27,73.48999786376953,76.5,71.16999816894531,72.7300033569336,225800,0,0
2020-02-28,70.02999877929688,79.83000183105469,70.02999877929688,79.69999694824219,314600,0,0
2020-03-02,80.44000244140625,81.4800033569336,75.0199966430664,79.37000274658203,418700,0,0
2020-03-03,79.5199966430664,81.13999938964844,75.0,76.94999694824219,331800,0,0
2020-03-04,78.70999908447266,78.70999908447266,72.87000274658203,77.41999816894531,354800,0,0
2020-03-05,77.30000305175781,78.1729965209961,71.58999633789062,72.58999633789062,340100,0,0
2020-03-06,69.41999816894531,71.5,62.060001373291016,71.27999877929688,3934700,0,0
2020-03-09,63.52000045776367,68.31999969482422,62.5099983215332,65.29000091552734,721000,0,0
2020-03-10,65.94999694824219,67.18000030517578,60.900001525878906,66.5,921800,0,0
2020-03-11,62.90999984741211,64.0,57.40999984741211,60.7599983215332,1066300,0,0
2020-03-12,55.119998931884766,59.994998931884766,50.810001373291016,59.599998474121094,661300,0,0
2020-03-13,60.0,62.689998626708984,55.560001373291016,57.36000061035156,726100,0,0
2020-03-16,51.0,60.9900016784668,51.0,55.54999923706055,693500,0,0
2020-03-17,55.470001220703125,61.709999084472656,53.849998474121094,59.880001068115234,430700,0,0
2020-03-18,57.54999923706055,59.4900016784668,54.38999938964844,58.0,584500,0,0
2020-03-19,57.06999969482422,58.5,51.96500015258789,55.0,1125800,0,0
2020-03-20,53.779998779296875,56.779998779296875,52.5099983215332,55.779998779296875,1342500,0,0
2020-03-23,55.560001373291016,55.98500061035156,48.779998779296875,51.56999969482422,1261400,0,0
2020-03-24,53.75,57.810001373291016,53.75,57.11000061035156,694200,0,0
2020-03-25,57.0099983215332,62.59000015258789,55.18000030517578,59.9900016784668,535100,0,0
2020-03-26,60.0,63.9900016784668,59.9900016784668,61.040000915527344,307400,0,0
2020-03-27,60.400001525878906,62.099998474121094,59.25,59.9900016784668,148500,0,0
2020-03-30,61.15999984741211,63.84000015258789,58.05500030517578,62.79999923706055,418800,0,0
2020-03-31,63.36000061035156,63.36000061035156,60.31999969482422,62.31999969482422,286200,0,0
2020-04-01,59.79999923706055,60.959999084472656,57.0099983215332,58.38999938964844,424500,0,0
2020-04-02,58.119998931884766,60.650001525878906,56.810001373291016,59.7400016784668,344200,0,0
2020-04-03,59.45000076293945,61.400001525878906,58.040000915527344,58.689998626708984,422200,0,0
2020-04-06,59.130001068115234,62.5,59.130001068115234,62.27000045776367,628900,0,0
2020-04-07,62.959999084472656,63.04999923706055,58.11000061035156,60.849998474121094,607200,0,0
2020-04-08,60.33000183105469,64.55000305175781,59.36000061035156,64.31999969482422,494400,0,0
2020-04-09,64.98999786376953,66.30599975585938,62.777000427246094,65.91999816894531,595100,0,0
2020-04-13,66.4000015258789,67.4800033569336,62.70000076293945,64.88999938964844,353100,0,0
2020-04-14,64.22000122070312,67.0,62.869998931884766,66.75,949900,0,0
2020-04-15,66.12000274658203,67.4800033569336,64.6500015258789,66.80000305175781,396300,0,0
2020-04-16,67.4800033569336,68.72000122070312,66.26000213623047,68.5,452100,0,0
2020-04-17,69.4800033569336,71.91000366210938,69.27999877929688,71.16000366210938,676000,0,0
2020-04-20,68.41999816894531,74.9800033569336,67.75,74.19999694824219,692400,0,0
2020-04-21,74.4800033569336,75.41999816894531,73.54499816894531,74.58000183105469,738500,0,0
2020-04-22,76.56999969482422,76.56999969482422,75.01000213623047,76.0,647800,0,0
2020-04-23,75.4000015258789,76.41999816894531,72.81999969482422,73.94000244140625,631900,0,0
2020-04-24,73.08000183105469,74.5199966430664,72.7750015258789,74.0,701700,0,0
2020-04-27,75.0,76.7699966430664,74.08999633789062,76.19000244140625,1117800,0,0
2020-04-28,76.72000122070312,77.44000244140625,75.30500030517578,76.26000213623047,522200,0,0
2020-04-29,77.4000015258789,82.36000061035156,76.25,81.75,1096200,0,0
2020-04-30,81.05999755859375,82.4000015258789,78.66000366210938,79.87000274658203,577000,0,0
2020-05-01,78.51000213623047,79.80000305175781,76.01000213623047,78.41000366210938,614000,0,0
2020-05-04,78.33000183105469,78.94000244140625,76.81999969482422,77.91000366210938,360200,0,0
2020-05-05,79.12999725341797,80.13899993896484,77.58999633789062,78.16999816894531,664100,0,0
2020-05-06,78.29000091552734,79.5,77.02999877929688,78.69999694824219,352100,0,0
2020-05-07,79.51000213623047,81.47000122070312,78.40499877929688,80.80999755859375,599300,0,0
2020-05-08,80.9800033569336,84.4000015258789,80.5,82.95999908447266,532900,0,0
2020-05-11,83.0,85.12000274658203,82.08000183105469,82.0999984741211,786100,0,0
2020-05-12,79.55000305175781,83.0,74.0,82.58999633789062,1392400,0,0
2020-05-13,81.01000213623047,83.5,78.37000274658203,80.08000183105469,948600,0,0
2020-05-14,74.52999877929688,79.37000274658203,72.36000061035156,78.97000122070312,1387800,0,0
2020-05-15,78.08000183105469,80.0,77.5999984741211,77.94999694824219,520300,0,0
2020-05-18,78.0,80.97000122070312,76.91999816894531,77.19999694824219,879500,0,0
2020-05-19,77.30000305175781,79.71399688720703,77.30000305175781,78.19999694824219,1019600,0,0
2020-05-20,79.0,80.5,77.70999908447266,78.0,1054300,0,0
2020-05-21,78.16000366210938,78.47000122070312,75.33000183105469,76.0,512800,0,0
2020-05-22,75.58999633789062,75.58999633789062,72.04000091552734,74.8499984741211,1056000,0,0
2020-05-26,75.88999938964844,78.79000091552734,74.8499984741211,76.0,690600,0,0
2020-05-27,75.69999694824219,78.0,74.01000213623047,77.66000366210938,535600,0,0
2020-05-28,78.27999877929688,79.38999938964844,76.26000213623047,76.29000091552734,357700,0,0
2020-05-29,76.55999755859375,78.19000244140625,76.01000213623047,77.97000122070312,877000,0,0
2020-06-01,77.9800033569336,82.36000061035156,76.59500122070312,81.94999694824219,1226700,0,0
2020-06-02,81.91000366210938,82.23799896240234,79.94999694824219,80.5,776600,0,0
2020-06-03,81.16999816894531,86.9000015258789,80.5999984741211,85.91000366210938,1656000,0,0
2020-06-04,84.41000366210938,84.75,78.5199966430664,79.69999694824219,1288300,0,0
2020-06-05,80.26000213623047,82.52999877929688,78.68000030517578,82.37999725341797,722800,0,0
2020-06-08,83.29000091552734,83.31999969482422,80.59500122070312,81.0,1183900,0,0
2020-06-09,80.91000366210938,85.52999877929688,80.41999816894531,83.08999633789062,678500,0,0
2020-06-10,83.54000091552734,86.16000366210938,83.54000091552734,85.5,604100,0,0
2020-06-11,84.1500015258789,85.20999908447266,81.56600189208984,81.98999786376953,600100,0,0
2020-06-12,83.16000366210938,84.88999938964844,80.9000015258789,83.26000213623047,894500,0,0
2020-06-15,82.76000213623047,89.06999969482422,80.9000015258789,88.41999816894531,1658900,0,0
2020-06-16,89.9800033569336,90.66999816894531,87.12000274658203,88.45999908447266,848200,0,0
2020-06-17,89.47000122070312,90.9000015258789,87.84500122070312,88.30000305175781,1495800,0,0
2020-06-18,87.9000015258789,89.80999755859375,87.75,88.83999633789062,1259500,0,0
2020-06-19,89.55000305175781,90.84500122070312,87.47000122070312,88.13999938964844,1893700,0,0
2020-06-22,88.19999694824219,89.43000030517578,86.08999633789062,89.12999725341797,1275700,0,0
2020-06-23,89.27999877929688,91.5,87.94000244140625,89.16999816894531,1703000,0,0
2020-06-24,88.77999877929688,90.6500015258789,86.19000244140625,87.94999694824219,588200,0,0
2020-06-25,88.43000030517578,89.26499938964844,86.08999633789062,87.08999633789062,873300,0,0
2020-06-26,87.27999877929688,88.05000305175781,84.29000091552734,86.25,4483900,0,0
2020-06-29,86.16000366210938,87.04000091552734,83.37000274658203,84.6500015258789,451700,0,0
2020-06-30,84.6500015258789,89.37000274658203,83.77999877929688,89.30999755859375,529000,0,0
2020-07-01,89.08000183105469,89.80000305175781,86.48999786376953,88.0,626700,0,0
2020-07-02,88.88999938964844,90.02999877929688,87.63999938964844,89.98999786376953,584200,0,0
2020-07-06,90.45999908447266,93.44000244140625,89.5999984741211,90.13999938964844,395200,0,0
2020-07-07,90.27999877929688,90.4800033569336,88.62999725341797,88.66000366210938,323400,0,0
2020-07-08,89.0,91.58000183105469,89.0,91.19000244140625,641900,0,0
2020-07-09,92.0,92.4000015258789,89.66000366210938,92.29000091552734,447100,0,0
2020-07-10,92.87000274658203,93.19000244140625,89.76000213623047,91.05999755859375,354400,0,0
2020-07-13,91.88999938964844,92.98999786376953,87.0999984741211,87.44000244140625,403700,0,0
2020-07-14,86.19000244140625,89.23999786376953,85.73999786376953,88.91000366210938,496300,0,0
2020-07-15,90.06999969482422,91.37999725341797,88.58000183105469,90.93000030517578,254300,0,0
2020-07-16,90.1500015258789,90.80999755859375,87.75,89.19000244140625,195800,0,0
2020-07-17,89.5199966430664,92.5,88.56999969482422,91.87000274658203,329200,0,0
2020-07-20,91.9000015258789,94.4800033569336,91.5199966430664,93.0,573400,0,0
2020-07-21,93.0999984741211,95.2699966430664,91.86000061035156,95.20999908447266,2306800,0,0
2020-07-22,95.4800033569336,96.87999725341797,93.58000183105469,94.61000061035156,256500,0,0
2020-07-23,95.80000305175781,96.86000061035156,94.84500122070312,95.8499984741211,492400,0,0
2020-07-24,95.76000213623047,95.76000213623047,93.12000274658203,94.6500015258789,427500,0,0
2020-07-27,94.98999786376953,96.41999816894531,94.4800033569336,95.80999755859375,521300,0,0
2020-07-28,96.72000122070312,98.7300033569336,95.15299987792969,95.5,547900,0,0
2020-07-29,95.94999694824219,99.47000122070312,95.86000061035156,98.87999725341797,702200,0,0
2020-07-30,96.51000213623047,98.79000091552734,94.70999908447266,97.51000213623047,679100,0,0
2020-07-31,97.95999908447266,98.4800033569336,95.81999969482422,98.37000274658203,926800,0,0
2020-08-03,99.0,101.45999908447266,98.0250015258789,99.01000213623047,890500,0,0
2020-08-04,98.75,100.0,97.20999908447266,99.02999877929688,273300,0,0
2020-08-05,99.79000091552734,100.19999694824219,99.0,100.0,382300,0,0
2020-08-06,99.9000015258789,100.8290023803711,98.97000122070312,99.20999908447266,206400,0,0
2020-08-07,98.9000015258789,99.30000305175781,95.37999725341797,96.12999725341797,609400,0,0
2020-08-10,96.23999786376953,97.44000244140625,96.05000305175781,96.9000015258789,498100,0,0
2020-08-11,96.69000244140625,98.27999877929688,94.48999786376953,96.9000015258789,543100,0,0
2020-08-12,97.0199966430664,99.48999786376953,92.54000091552734,97.51000213623047,1572200,0,0
2020-08-13,97.94000244140625,104.87999725341797,97.62000274658203,104.76499938964844,1339100,0,0
2020-08-14,102.6500015258789,104.58000183105469,100.8499984741211,102.70999908447266,652100,0,0
2020-08-17,103.66000366210938,105.86000061035156,102.20999908447266,105.61000061035156,505000,0,0
2020-08-18,104.18000030517578,106.0,101.51000213623047,105.41999816894531,712200,0,0
2020-08-19,105.61000061035156,109.98999786376953,104.76100158691406,108.77999877929688,462900,0,0
2020-08-20,108.77999877929688,110.0,107.75,109.5,352900,0,0
2020-08-21,109.77999877929688,110.66000366210938,108.70999908447266,109.62999725341797,445600,0,0
2020-08-24,109.55999755859375,109.87000274658203,104.61000061035156,105.83000183105469,290400,0,0
2020-08-25,108.33999633789062,110.27999877929688,107.26000213623047,108.41999816894531,387300,0,0
2020-08-26,109.01000213623047,111.43000030517578,108.62000274658203,110.33000183105469,298900,0,0
2020-08-27,109.87999725341797,111.43000030517578,108.2300033569336,110.29000091552734,317700,0,0
2020-08-28,110.0,110.69000244140625,109.22000122070312,110.30999755859375,310800,0,0
2020-08-31,110.5,115.70999908447266,110.0,114.62000274658203,508900,0,0
2020-09-01,115.25,115.9000015258789,112.12000274658203,113.7300033569336,651700,0,0
2020-09-02,114.38999938964844,115.12000274658203,110.5999984741211,111.37999725341797,703000,0,0
2020-09-03,109.0,110.9800033569336,106.52999877929688,107.7699966430664,776000,0,0
2020-09-04,107.8499984741211,109.97000122070312,100.44999694824219,106.33000183105469,497000,0,0
2020-09-08,104.05999755859375,111.38999938964844,103.61000061035156,108.2699966430664,816000,0,0
2020-09-09,105.01000213623047,115.51000213623047,104.5999984741211,113.0,936700,0,0
2020-09-10,114.0,115.53199768066406,112.50499725341797,113.51000213623047,688600,0,0
2020-09-11,112.0,125.30000305175781,112.0,125.0,4890800,0,0
2020-09-14,124.19000244140625,125.91500091552734,120.87000274658203,120.91000366210938,1391900,0,0
2020-09-15,121.01000213623047,122.91999816894531,116.5,118.79000091552734,794400,0,0
2020-09-16,117.91999816894531,123.9800033569336,117.91999816894531,122.38999938964844,974400,0,0
2020-09-17,117.01000213623047,121.62999725341797,115.38999938964844,120.13999938964844,1062100,0,0
2020-09-18,121.93000030517578,122.43000030517578,118.38999938964844,121.88999938964844,3169400,0,0
2020-09-21,121.06999969482422,122.43000030517578,118.12000274658203,121.87000274658203,392900,0,0
2020-09-22,122.31999969482422,123.16999816894531,121.43000030517578,122.62000274658203,710500,0,0
2020-09-23,123.83000183105469,123.83000183105469,120.16000366210938,120.30000305175781,698500,0,0
2020-09-24,121.19999694824219,122.58000183105469,118.4800033569336,121.4000015258789,481800,0,0
2020-09-25,121.8499984741211,124.62000274658203,120.31999969482422,124.27999877929688,772200,0,0
2020-09-28,124.94000244140625,126.66899871826172,123.7249984741211,124.81999969482422,880600,0,0
2020-09-29,125.77999877929688,126.63999938964844,124.47000122070312,124.97000122070312,430500,0,0
2020-09-30,123.11000061035156,125.5999984741211,122.26100158691406,124.68000030517578,481600,0,0
2020-10-01,126.87999725341797,126.87999725341797,123.55999755859375,126.47000122070312,691200,0,0
2020-10-02,124.47000122070312,129.66000366210938,123.33599853515625,128.1199951171875,796600,0,0
2020-10-05,129.75,132.24000549316406,128.8699951171875,130.74000549316406,829700,0,0
2020-10-06,131.41000366210938,137.66000366210938,131.0399932861328,136.77999877929688,871900,0,0
2020-10-07,138.02000427246094,146.1699981689453,136.49000549316406,145.83999633789062,885200,0,0
2020-10-08,148.02999877929688,152.47000122070312,147.47999572753906,152.00999450683594,724900,0,0
2020-10-09,151.9199981689453,155.00999450683594,146.39999389648438,154.49000549316406,921500,0,0
2020-10-12,155.14999389648438,159.02000427246094,155.0,157.0399932861328,861400,0,0
2020-10-13,156.14999389648438,162.38999938964844,156.14999389648438,160.92999267578125,1012600,0,0
2020-10-14,162.5,164.72000122070312,158.66000366210938,161.47000122070312,567700,0,0
2020-10-15,161.22000122070312,163.5189971923828,158.39500427246094,161.9499969482422,424900,0,0
2020-10-16,163.99000549316406,165.6300048828125,163.11300659179688,163.6999969482422,332700,0,0
2020-10-19,163.2100067138672,166.30999755859375,162.0399932861328,163.07000732421875,586200,0,0
2020-10-20,163.2100067138672,164.86000061035156,152.25,152.9600067138672,985100,0,0
2020-10-21,153.5800018310547,157.69000244140625,141.75999450683594,143.0,1388900,0,0
2020-10-22,144.8000030517578,147.39999389648438,141.3300018310547,145.64999389648438,542400,0,0
2020-10-23,147.99000549316406,147.99000549316406,142.0800018310547,142.27000427246094,669500,0,0
2020-10-26,142.0,144.55999755859375,139.52999877929688,141.24000549316406,480200,0,0
2020-10-27,143.2100067138672,146.4499969482422,140.5189971923828,142.92999267578125,671400,0,0
2020-10-28,141.4600067138672,142.80999755859375,138.36000061035156,141.02999877929688,333800,0,0
2020-10-29,142.50999450683594,143.69000244140625,140.42999267578125,140.74000549316406,420700,0,0
2020-10-30,139.61000061035156,140.6199951171875,135.74000549316406,136.89999389648438,249500,0,0
2020-11-02,137.5,139.8300018310547,134.6300048828125,136.0500030517578,414400,0,0
2020-11-03,136.08999633789062,139.00999450683594,135.08999633789062,137.32000732421875,416100,0,0
2020-11-04,138.97999572753906,142.36000061035156,136.5399932861328,141.8000030517578,516900,0,0
2020-11-05,145.77999877929688,149.11000061035156,140.88999938964844,148.58999633789062,588900,0,0
2020-11-06,148.5800018310547,150.1300048828125,145.0,147.6999969482422,504300,0,0
2020-11-09,147.6199951171875,147.6199951171875,133.5,134.16000366210938,1039500,0,0
2020-11-10,133.1999969482422,138.5500030517578,125.83999633789062,129.0,1550300,0,0
2020-11-11,137.99000549316406,139.30999755859375,133.1020050048828,136.6199951171875,1133300,0,0
2020-11-12,137.02000427246094,141.1300048828125,134.3000030517578,139.97000122070312,555200,0,0
2020-11-13,140.0,142.0,136.9600067138672,138.5500030517578,482600,0,0
2020-11-16,137.0399932861328,137.55999755859375,131.08999633789062,135.25,695700,0,0
2020-11-17,133.2100067138672,138.8699951171875,132.57000732421875,135.6699981689453,478400,0,0
2020-11-18,135.00999450683594,141.75999450683594,135.00999450683594,139.89999389648438,747300,0,0
2020-11-19,140.0,141.50999450683594,137.19000244140625,137.77000427246094,580600,0,0
2020-11-20,138.60000610351562,141.08999633789062,137.5800018310547,139.72000122070312,443100,0,0
2020-11-23,140.0,140.86500549316406,136.1699981689453,137.5399932861328,419000,0,0
2020-11-24,136.07000732421875,137.7100067138672,134.50999450683594,136.14999389648438,996600,0,0
2020-11-25,137.1300048828125,140.97999572753906,136.3699951171875,140.83999633789062,949700,0,0
2020-11-27,141.8800048828125,150.8000030517578,141.77999877929688,150.6699981689453,764600,0,0
2020-11-30,154.85000610351562,157.47999572753906,149.46299743652344,153.11000061035156,4558600,0,0
2020-12-01,152.24000549316406,154.30999755859375,149.36000061035156,149.83999633789062,1018300,0,0
2020-12-02,148.60000610351562,148.60000610351562,141.0500030517578,144.80999755859375,582000,0,0
2020-12-03,144.82000732421875,148.50999450683594,143.8000030517578,145.22000122070312,548600,0,0
2020-12-04,144.8300018310547,149.49000549316406,144.25999450683594,149.0399932861328,661500,0,0
2020-12-07,151.1999969482422,154.1199951171875,147.86000061035156,148.77999877929688,554100,0,0
2020-12-08,149.89999389648438,155.1649932861328,147.1699981689453,154.75999450683594,650200,0,0
2020-12-09,152.77000427246094,152.97500610351562,141.5800018310547,144.32000732421875,1292800,0,0
